text,label
Где же города?!

Рвет и бесится
Дождь. Стоит и рвем.
За три месяца
Первое вдвоем!

И у Иова,
Бог, хотел взаймы?
Да не выгорело:
За городом мы!

----------------------

За городом! Понимаешь? За!
Вне! Перешед вал!
Жизнь, это место, где жить нельзя:
Ев–рейский квартал...

Так не достойнее ль во сто крат
Стать вечным жидом?
ибо для каждого, кто не гад,
Ев–рейский погром –

Жизнь. Только выкрестами жива!
Иудами вер!
На прокаженные острова!
В ад! – всюду! – но не в

Жизнь, – только выкрестов терпит, лишь
Овец – палачу!
Право-на-жительственный свой лист
Но–гами топчу!

Втаптываю! За Давидов щит! –
Месть! – В месиво тел!
Не упоительно ли, что жид
Жить – не захотел?!

Гетто избранничеств! Вал и ров.
По–щады не жди!
В сем христианнейшем из миров
Поэты – жиды!


13

Так ножи вострят о камень,
Так опилки метлами
Смахивают. Под руками
Меховое, мокрое.

Где ж вы, двойни:
Сушь мужская, мощь?
Под ладонью –
Слезы, а не дождь!

О каких еще соблазнах –
Речь? Водой – имущество!
После глаз твоих алмазных,
Под ладонью льющихся –

Нет пропажи
Мне. Конец концу!
Глажу – глажу –
Глажу по лицу.

Такова у нас, Маринок,
Спесь, у нас, полячек-то.
После глаз твоих орлиных,
Под ладонью плачущих...

Плачешь? Друг мой!
Всё мое! Прости!
О, как крупно,
Солоно в горсти!

Жестока слеза мужская:
Обухом по темени!
Плачь, с другими наверстаешь
Стыд, со мной потерянный.

Оди–накового
Моря – рыбы! Взмах:
...Мертвой раковиной
Губы на губах.

----------------------

В слезах.
Лебеда –
На вкус.
– А завтра
Когда
Проснусь?


14

Тропою овечьей –
Спуск. Города там.
Три девки навстречу
Смеются. Слезам

Смеются, – всем полднем
Недр, гребнем морским!
Смеются!
– недолжным,
Позорным, мужским.

Слезам твоим, видным
Сквозь дождь – в два рубца!
Как жемчуг – постыдным
На бронзе бойца.

Слезам твоим первым,
Последним, – о, лей! –
Слезам твоим – перлам
В короне моей!

Глаз явно не туплю.
Сквозь ливень – перюсь.
Венерины куклы,
Вперяйтесь! Союз

Сей более тесен,
Чем влечься и лечь.
Самой Песней Песен
Уступлена речь

Нам, птицам безвестным
Челом Соломон
Бьет, – ибо совместный
Плач – больше, чем сон!

----------------------

И в полые волны
Мглы – сгорблен и равн –
Бесследно – безмолвно –
Как тонет корабль.

Прага, 1 февраля 1924 –
Иловищи, 8 июня 1924",cvetaeva
"Vitam impendere vero. *

Мир утомленный вздохнул от смятений,
Розовый вечер струит забытье...
Нас разлучили не люди, а тени,
Мальчик мой, сердце мое!

Высятся стены, туманом одеты,
Солнце без сил уронило копье...
В мире вечернем мне холодно. Где ты,
Мальчик мой, сердце мое?

Ты не услышишь. Надвинулись стены,
Все потухает, сливается все...
Не было, нет и не будет замены,
Мальчик мой, сердце мое!

Москва,
27 августа 1910
* Отдать жизнь за правду (лат.).",cvetaeva
"– «У вас в душе приливы и отливы!»
Ты сам сказал, ты это понял сам!
О, как же ты, не верящий часам,
Мог осудить меня за миг счастливый?

Что принесет грядущая минута?
Чей давний образ вынырнет из сна?
Веселый день, а завтра ночь грустна...
Как осуждать за что-то, почему-то?

О, как ты мог! О, мудрый, как могли вь
Сказать «»враги«» двум белым парусам?
Ведь знали вы... Ты это понял сам:
В моей душе приливы и отливы!",cvetaeva
"Преодоленье
Косности русской –
Пушкинский гений?
Пушкинский мускул

На кашалотьей
Туше судьбы –
Мускул полета,
Бега,
Борьбы.

С утренней негой
Бившийся – бодро!
Ровного бега,
Долгого хода –

Мускул. Побегов
Мускул степных,
Шлюпки, что к брегу
Тщится сквозь вихрь.

Не онедужен
Русскою кровью –
О, не верблюжья
И не воловья

Жила (усердство
Из-под ремня!) –
Конского сердца
Мышца – моя!

Больше балласту –
Краше осанка!
Мускул гимнаста
И арестанта,

Что на канате
Собственных жил
Из каземата –
Соколом взмыл!

Пушкин – с монаршьих
Рук руководством
Бившийся так же
Насмерть – как бьется

(Мощь – прибывала,
Сила – росла)
С мускулом вала
Мускул весла.

Кто-то, на фуру
Несший: «Атлета
Мускулатура,
А не поэта!»

То – серафима
Сила – была:
Несокрушимый
Мускул – крыла.

10 июля 1931",cvetaeva
"Сильнее гул, как будто выше – зданья,
В последний раз колеблется вагон,
В последний раз... Мы едем... До свиданья,
Мой зимний сон!

Мой зимний сон, мой сон до слез хороший,
Я от тебя судьбой унесена.
Так суждено! Не надо мне ни ноши
В пути, ни сна.

Под шум вагона сладко верить чуду
И к дальним дням, еще туманным, плыть.
Мир так широк! Тебя в нем позабуду
Я может быть?

Вагонный мрак как будто давит плечи,
В окно струей вливается туман...
Мой дальний друг, пойми – все эти речи
Самообман!

Что новый край? Везде борьба со скукой,
Всe тот же смех и блестки тех же звезд,
И там, как здесь, мне будет сладкой мукой
Твой тихий жест.

9 июня 1910",cvetaeva
"Пригвождена к позорному столбу
Славянской совести старинной,
С змеею в сердце и с клеймом на лбу,
Я утверждаю, что – невинна.

Я утверждаю, что во мне покой
Причастницы перед причастьем.
Что не моя вина, что я с рукой
По площадям стою – за счастьем.

Пересмотрите всё мое добро,
Скажите – или я ослепла?
Где золото мое? Где серебро?
В моей руке – лишь горстка пепла!

И это всё, что лестью и мольбой
Я выпросила у счастливых.
И это всё, что я возьму с собой
В край целований молчаливых.

19 мая 1920",cvetaeva
"Холодно в мире! Постель
Осенью кажется раем.
Ветром колеблется хмель,
Треплется хмель над сараем;

Дождь повторяет: кап-кап,
Льется и льется на дворик...
Свет из окошка – так слаб!
Детскому сердцу – так горек!

Братец в раздумий трет
Сонные глазки ручонкой:
Бедный разбужен! Черед
За баловницей сестренкой.

Мыльная губка и таз
В темном углу – наготове.
Холодно! Кукла без глаз
Мрачно нахмурила брови:

Куколке солнышка жаль!
В зале – дрожащие звуки...
Это тихонько рояль
Тронули мамины руки.",cvetaeva
"А может, лучшая победа
Над временем и тяготеньем –
Пройти, чтоб не оставить следа,
Пройти, чтоб не оставить тени

На стенах... Может быть – отказом
Взять? Вычеркнуться из зеркал?
Так: Лермонтовым по Кавказу
Прокрасться, не встревожив скал.

А может – лучшая потеха
Перстом Себастиана Баха
Органного не тронуть эха?
Распасться, не оставив праха

На урну... Может быть – обманом
Взять? Выписаться из широт?
Так: Временем как океаном
Прокрасться, не встревожив вод...

14 мая 1923",cvetaeva
"Проснулась улица. Глядит, усталая
Глазами хмурыми немых окон
На лица сонные, от стужи алые,
Что гонят думами упорный сон.

Покрыты инеем деревья черные, –
Следом таинственным забав ночных,
В парче сияющей стоят минорные,
Как будто мертвые среди живых.

Мелькает серое пальто измятое,
Фуражка с венчиком, унылый лик
И руки красные, к ушам прижатые,
И черный фартучек со связкой книг.

Проснулась улица. Глядит, угрюмая
Глазами хмурыми немых окон.
Уснуть, забыться бы с отрадной думою,
Что жизнь нам грезится, а это – сон!

 Март 1908",cvetaeva
"Проста моя осанка,
Нищ мой домашний кров.
Ведь я островитянка
С далеких островов!

Живу – никто не нужен!
Взошел – ночей не сплю.
Согреть чужому ужин –
Жилье свое спалю.

Взглянул – так и знакомый,
Взошел – так и живи.
Просты наши законы:
Написаны в крови.

Луну заманим с неба
В ладонь – коли мила!
Ну а ушел – как не был,
И я – как не была.

Гляжу на след ножовый:
Успеет ли зажить
До первого чужого,
Который скажет: «Пить».

Август 1920",cvetaeva
"Нине

Прощай! Не думаю, чтоб снова
Нас в жизни Бог соединил!
Поверь, не хватит наших сил
Для примирительного слова.

Твой нежный образ вечно мил,
Им сердце вечно жить готово, –
Но все ж не думаю, чтоб снова
Нас в жизни Бог соединил!",cvetaeva
"«Простите меня, мои горы!
Простите меня, мои реки!
Простите меня, мои нивы!
Простите меня, мои травы!»

Мать – крест надевала солдату,
Мать с сыном прощались навеки?
И снова из сгорбленной хаты:
«Простите меня, мои реки!»

14 мая 1918",cvetaeva
"Пунш и полночь. Пунш – и Пушкин,
Пунш – и пенковая трубка
Пышущая. Пунш – и лепет
Бальных башмачков по хриплым
Половицам. И – как призрак –
В полукруге арки – птицей –
Бабочкой ночной – Психея!
Шепот: «Вы еще не спите?
Я – проститься?» Взор потуплен.
(Может быть, прощенья просит
За грядущие проказы
Этой ночи?) Каждый пальчик
Ручек, павших Вам на плечи,
Каждый перл на шейке плавной
По сто раз перецелован.
И на цыпочках – как пери! –
Пируэтом – привиденьем –
Выпорхнула. – Пунш – и полночь.
Вновь впорхнула: «Что за память!
Позабыла опахало!
Опоздаю? В первой паре
Полонеза?» – Плащ накинув
На одно плечо – покорно –
Под руку поэт – Психею
По трепещущим ступенькам
Провожает. Лапки в плед ей
Сам укутал, волчью полость
Сам запахивает? – «С Богом!»
А Психея,
К спутнице припав – слепому
Пугалу в чепце – трепещет:
Не прожег ли ей перчатку
Пылкий поцелуй арапа?

________

Пунш и полночь. Пунш и пепла
Ниспаденье на персидский
Палевый халат – и платья
Бального пустая пена
В пыльном зеркале?

Начало марта 1920",cvetaeva
"Развела тебе в стакане
Горстку жженых волос.
Чтоб не елось, чтоб не пелось,
Не пилось, не спалось.

Чтобы младость – не в радость,
Чтобы сахар – не в сладость,
Чтоб не ладил в тьме ночной
С молодой женой.

Как власы мои златые
Стали серой золой,
Так года твои младые
Станут белой зимой.

Чтоб ослеп-оглох,
Чтоб иссох, как мох,
Чтоб ушел, как вздох.

3 ноября 1918",cvetaeva
"Есть тихие дети. Дремать на плече
У ласковой мамы им сладко и днем.
Их слабые ручки не рвутся к свече, –
Они не играют с огнем.

Есть дети – как искры: им пламя сродни.
Напрасно их учат: «Ведь жжется, не тронь!»
Они своенравны (ведь искры они!)
И смело хватают огонь.

Есть странные дети: в них дерзость и страх.
Крестом потихоньку себя осеня,
Подходят, не смеют, бледнеют в слезах
И плача бегут от огня.

Мой милый! Был слишком небрежен твой суд:
«Огня побоялась – так гибни во мгле!»
Твои обвиненья мне сердце грызут
И душу пригнули к земле.

Есть странные дети: от страхов своих
Они погибают в туманные дни.
Им нету спасенья. Подумай о них
И слишком меня не вини!

Ты душу надолго пригнул мне к земле...
– Мой милый, был так беспощаден твой суд! –
Но все же я сердцем твоя – и во мгле
«За несколько светлых минут!»",cvetaeva
"Из лепрозария лжи и зла
Я тебя вызвала и взяла

В зори! Из мертвого сна надгробий –
В руки, вот в эти ладони, в обе,

Раковинные – расти, будь тих:
Жемчугом станешь в ладонях сих!

О, не оплатят ни шейх, ни шах
Тайную радость и тайный страх

Раковины? Никаких красавиц
Спесь, сокровений твоих касаясь,

Так не присвоит тебя, как тот
Раковинный сокровенный свод

Рук неприсваивающих? Спи!
Тайная радость моей тоски,

Спи! Застилая моря и земли,
Раковиною тебя объемлю:

Справа и слева и лбом и дном –
Раковинный колыбельный дом.

Дням не уступит тебя душа!
Каждую муку туша, глуша,

Сглаживая? Как ладонью свежей
Скрытые громы студя и нежа,

Нежа и множа? О, чай! О, зрей!
Жемчугом выйдешь из бездны сей.

Выйдешь! По первому слову: будь!
Выстрадавшая раздастся грудь

Раковинная. – О, настежь створы! –
Матери каждая пытка в пору,

В меру? Лишь ты бы, расторгнув плен,
Целое море хлебнул взамен!

31 июля 1923",cvetaeva
"Рас-стояние: версты, мили?
Нас рас-ставили, рас-садили,
Чтобы тихо себя вели
По двум разным концам земли.

Рас-стояние: версты, дали?
Нас расклеили, распаяли,
В две руки развели, распяв,
И не знали, что это – сплав

Вдохновений и сухожилий?
Не рассорили – рассорили,
Расслоили?
Стена да ров.
Расселили нас как орлов-

Заговорщиков: версты, дали?
Не расстроили – растеряли.
По трущобам земных широт
Рассовали нас как сирот.

Который уж, ну который – март?!
Разбили нас – как колоду карт!

24 марта 1925",cvetaeva
"Покамест день не встал
С его страстями стравленными,
Из сырости и шпал
Россию восстанавливаю.

Из сырости – и свай,
Из сырости – и серости.
Покамест день не встал
И не вмешался стрелочник.

Туман еще щадит,
Еще в холсты запахнутый
Спит ломовой гранит,
Полей не видно шахматных?

Из сырости – и стай?
Еще вестями шалыми
Лжет вороная сталь –
Еще Москва за шпалами!

Так, под упорством глаз –
Владением бесплотнейшим
Какая разлилась
Россия – в три полотнища!

И – шире раскручу!
Невидимыми рельсами
По сырости пущу
Вагоны с погорельцами:

С пропавшими навек
Для Бога и людей!
(Знак: сорок человек
И восемь лошадей).

Так, посредине шпал,
Где даль шлагбаумом выросла,
Из сырости и шпал,
Из сырости – и сирости,

Покамест день не встал
С его страстями стравленными –
Во всю горизонталь
Россию восстанавливаю!

Без низости, без лжи:
Даль – да две рельсы синие?
Эй, вот она! – Держи!
По линиям, по линиям?

12 октября 1922",cvetaeva
"Твой конь, как прежде, вихрем скачет
По парку позднею порой...
Но в сердце тень, и сердце плачет,
Мой принц, мой мальчик, мой герой.

Мне шепчет голос без названья:
– «Ах, гнета грезы – не снести!»
Пред вечной тайной расставанья
Прими, о принц, мое прости.

О сыне Божьем эти строфы:
Он, вечно-светел, вечно-юн,
Купил бессмертье днем Голгофы,
Твоей Голгофой был Шенбрунн.

Звучали мне призывом Бога
Твоих крестин колокола...
Я отдала тебе – так много!
Я слишком много отдала!

Теперь мой дух почти спокоен,
Его укором не смущай...
Прощай, тоской сраженный воин,
Орленок раненый, прощай!

Ты был мой бред светло-немудрый,
Ты сон, каких не будет вновь...
Прощай, мой герцог светлокудрый,
Моя великая любовь!",cvetaeva
"Ревнивый ветер треплет шаль.
Мне этот час сужден – от века.
Я чувствую у рта и в веках
Почти звериную печаль.

Такая слабость вдоль колен!
– Так вот она, стрела Господня!
– Какое зарево! – Сегодня
Я буду бешеной Кармен.

?Так, руки заложив в карманы,
Стою. Меж нами океан.
Над городом – туман, туман.
Любви старинные туманы.

19 августа 1917",cvetaeva
"В некой разлинованности нотной
Нежась наподобие простынь –
Железнодорожные полотна,
Рельсовая режущая синь!

Пушкинское: сколько их, куда их
Гонит! (Миновало – не поют!)
Это уезжают-покидают,
Это остывают-отстают.

Это – остаются. Боль как нота
Высящаяся? Поверх любви
Высящаяся? Женою Лота
Насыпью застывшие столбы?

Час, когда отчаяньем как свахой
Простыни разостланы. – Твоя! –
И обезголосившая Сафо
Плачет как последняя швея.

Плач безропотности! Плач болотной
Цапли? Водоросли – плач! Глубок
Железнодорожные полотна
Ножницами режущий гудок.

Растекись напрасною зарею
Красное напрасное пятно!
?Молодые женщины порою
Льстятся на такое полотно.

10 июля 1923",cvetaeva
"Ровно – полночь.
Луна – как ястреб.
– Что – глядишь?
– Так – гляжу!

– Нравлюсь? – Нет.
– Узнаёшь? – Быть может.
– Дон-Жуан я.
– А я – Кармен.

22 февраля 1917",cvetaeva
"Можно ль, чтоб века
Бич слепоок
Родину света
Взял под сапог?

Взглянь на те горы!
В этих горах –
Лучшее найдено:
Родина – радия.

Странник, всем взором
Глаз и души
Взглянь на те горы!
В сердце впиши
Каждую впадину:
Родина – радия?

1938-1939",cvetaeva
"Рок приходит не с грохотом и громом,
А так: падает снег,
Лампы горят. К дому
Подошел человек.

Длинной искрой звонок вспыхнул.
Взошел, вскинул глаза.
В доме совсем тихо.
И горят образа.

16 ноября 1916",cvetaeva
"Как нежный шут о злом своем уродстве,
Я повествую о своем сиротстве...

За князем – род, за серафимом – сонм,
За каждым – тысячи таких, как он,

Чтоб, пошатнувшись,– на живую стену
Упал и знал, что – тысячи на смену!

Солдат – полком, бес – легионом горд.
За вором – сброд, а за шутом – все горб.

Так, наконец, усталая держаться
Сознаньем: перст и назначением: драться,

Под свист глупца и мещанина смех –
Одна из всех – за всех – противу всех! –

Стою и шлю, закаменев от взлету,
Сей громкий зов в небесные пустоты.

И сей пожар в груди тому залог,
Что некий Карл тебя услышит, рог!

Март 1921",cvetaeva
"Ростком серебряным
Рванулся ввысь.
Чтоб не узрел его
Зевес —
Молись!

При первом шелесте
Страшись и стой.
Ревнивы к прелести
Они мужской.

Звериной челюсти
Страшней — их зов.
Ревниво к прелести
Гнездо богов.

Цветами, лаврами
Заманят ввысь.
Чтоб не избрал его
Зевес —
Молись!

Все небо в грохоте
Орлиных крыл.
Всей грудью грохайся —
Чтоб не сокрыл.

В орлином грохоте —
О клюв! О кровь! —
Ягненок крохотный
Повис — Любовь…

Простоволосая,
Всей грудью — ниц…
Чтоб не вознес его
Зевес —
Молись!

29 июня 1921",cvetaeva
"Руки даны мне – протягивать каждому обе,
Не удержать ни одной, губы – давать имена,
Очи – не видеть, высокие брови над ними –
Нежно дивиться любви и – нежней – нелюбви.

А этот колокол там, что кремлевских тяжеле,
Безостановочно ходит и ходит в груди, –
Это – кто знает? – не знаю, – быть может, – должно быть –
Мне загоститься не дать на российской земле!

2 июля 1916",cvetaeva
"Руки люблю
Целовать, и люблю
Имена раздавать,
И еще – раскрывать
Двери!
– Настежь – в темную ночь!

Голову сжав,
Слушать, как тяжкий шаг
Где-то легчает,
Как ветер качает
Сонный, бессонный
Лес.

Ах, ночь!
Где-то бегут ключи,
Ко сну – клонит.
Сплю почти
Где-то в ночи
Человек тонет.

27 мая 1916",cvetaeva
"Руки, которые не нужны
Милому, служат – Миру.
Горестным званьем Мирской Жены
Нас увенчала Лира.

Много незваных на царский пир.
Надо им спеть на ужин!
Милый не вечен, но вечен – Мир.
Не понапрасну служим.

6 июля 1918",cvetaeva
"Русской ржи от меня поклон,
Ниве, где баба застится.
Друг! Дожди за моим окном,
Беды и блажи на сердце?

Ты, в погудке дождей и бед
То ж, что Гомер – в гекзаметре,
Дай мне руку – на весь тот свет!
Здесь – мои обе заняты.

7 мая 1925
Вшеноры",cvetaeva
"Рыцарь ангелоподобный –
Долг! – Небесный часовой!
Белый памятник надгробный
На моей груди живой.

За моей спиной крылатой
Вырастающий ключарь,
Еженощный соглядатай,
Ежеутренний звонарь?

Страсть, и юность, и гордыня –
Все сдалось без мятежа,
Оттого что ты рабыне
Первый молвил: – Госпожа!

14 июля 1918",cvetaeva
"С большою нежностью – потому,
Что скоро уйду от всех, –
Я всё раздумываю, кому
Достанется волчий мех,

Кому – разнеживающий плед
И тонкая трость с борзой,
Кому – серебряный мой браслет,
Осыпанный бирюзой?

И все записки, и все цветы,
Которых хранить невмочь?
Последняя рифма моя – и ты,
Последняя моя ночь!

22 сентября 1915",cvetaeva
"С этой горы, как с крыши
Мира, где в небо спуск.
Друг, я люблю тебя свыше
Мер – и чувств.

От очевидцев скрою
В тучу! С золою съем.
?С этой горы, как с Трои
Красных – стен.

Страсти: хвала убитым,
Сущим – срам.
Так же смотрел на битву
Царь – Приам.

Рухнули у – стои:
Зарево? Кровь? Нимб?
Так же смотрел на Трою
Весь О-лимп.

Нет, из прохладной ниши
Дева, воздевши длань?
Друг, я люблю тебя свыше.
Слышь – и – встань.

30 августа 1923",cvetaeva
"За этот ад,
За этот бред,
Пошли мне сад
На старость лет.

На старость лет,
На старость бед:
Рабочих – лет,
Горбатых – лет?

На старость лет
Собачьих – клад:
Горячих лет –
Прохладный сад?

Для беглеца
Мне сад пошли:
Без ни-лица,
Без ни-души!

Сад: ни шажка!
Сад: ни глазка!
Сад: ни смешка!
Сад: ни свистка!

Без ни-ушка
Мне сад пошли:
Без ни-душка!
Без ни-души!

Скажи: довольно муки – на
Сад – одинокий, как сама.
(Но около и Сам не стань!)
– Сад, одинокий, как ты Сам.

Такой мне сад на старость лет?
– Тот сад? А может быть – тот свет? –
На старость лет моих пошли –
На отпущение души.

1 сентября 1934",cvetaeva
"Был вечер музыки и ласки,
Все в дачном садике цвело.
Ему в задумчивые глазки
Взглянула мама так светло!

Когда ж в пруду она исчезла
И успокоилась вода,
Он понял – жестом злого жезла
Ее колдун увлек туда.

Рыдала с дальней дачи флейта
В сияньи розовых лучей...
Он понял – прежде был он чей-то,
Теперь же нищий стал, ничей.

Он крикнул: «Мама!», вновь и снова,
Потом пробрался, как в бреду,
К постельке, не сказав ни слова
О том, что мамочка в пруду.

Хоть над подушкою икона,
Но страшно! – «Ах, вернись домой!»
...Он тихо плакал. Вдруг с балкона
Раздался голос: «Мальчик мой!»

В изящном узеньком конверте
Нашли ее «прости»: «Всегда
Любовь и грусть – сильнее смерти».
Сильнее смерти... Да, о да!..",cvetaeva
"Голубей над крышей вьется пара,
Засыпает монастырский сад.
Замечталась маленькая Сара
На закат.

Льнет к окну, лучи рукою ловит,
Как былинка нежная слаба,
И не знает крошка, что готовит
Ей судьба.

Вся застыла в грезе молчаливой,
От раздумья щечки розовей,
Вьются кудри золотистой гривой
До бровей.

На губах улыбка бродит редко,
Чуть звенит цепочкою браслет, –
Все дитя как будто статуэтка
Давних лет.

Этих глаз синее не бывает!
Резкий звук развеял пенье чар:
То звонок воспитанниц сзывает
В дортуар.

Подымает девочку с окошка,
Как перо, монахиня-сестра.
Добрый голос шепчет: «Сара-крошка,
Спать пора!»

Село солнце в медленном пожаре,
Серп луны прокрался из-за туч,
И всю ночь легенды шепчет Саре
Лунный луч.",cvetaeva
"Всe лишь на миг, что людьми создается.
Блекнет восторг новизны,
Но неизменной, как грусть, остается
Связь через сны.

Успокоенье... Забыть бы... Уснуть бы...
Сладость опущенных век...
Сны открывают грядущего судьбы,
Вяжут навек.

Всe мне, что бы ни думал украдкой,
Ясно, как чистый кристалл.
Нас неразрывной и вечной загадкой
Сон сочетал.

Я не молю: «О, Господь, уничтожи
Муку грядущего дня!»
Нет, я молю: «О пошли ему. Боже,
Сон про меня!»

Пусть я при встрече с тобою бледнею,
Как эти встречи грустны!
Тайна одна. Мы бессильны пред нею:
Связь через сны.",cvetaeva
"Сегодня ночью я одна в ночи –
Бессонная, бездомная черница! –
Сегодня ночью у меня ключи
От всех ворот единственной столицы!

Бессонница меня толкнула в путь.
– О, как же ты прекрасен, тусклый Кремль мой! –
Сегодня ночью я целую в грудь –
Всю круглую воюющую землю!

Вздымаются не волосы – а мех,
И душный ветер прямо в душу дует.
Сегодня ночью я жалею всех, –
Кого жалеют и кого целуют.

1 августа 1916",cvetaeva
"Седой – не увидишь,
Большим – не увижу.
Из глаз неподвижных
Слезинки не выжмешь.

На всю твою муку,
Раззор – плач:
– Брось руку!
Оставь плащ!

В бесстрастии
Каменноокой камеи,
В дверях не помедлю,
Как матери медлят:

(Всей тяжестью крови,
Колен, глаз –
В последний земной
Раз!)

Не крадущимся перешибленным зверем, –
Нет, каменной глыбою
Выйду из двери –
Из жизни. – О чем же
Слезам течь,
Раз – камень с твоих
Плеч!

Не камень! – Уже
Широтою орлиною –
Плащ! – и уже по лазурным стремнинам
В тот град осиянный,
Куда – взять
Не смеет дитя
Мать.

28 июня 1921",cvetaeva
"Семь холмов – как семь колоколов,
На семи колоколах – колокольни.
Всех счетом: сорок сороков, –
Колокольное семихолмие!

В колокольный я, во червонный день
Иоанна родилась Богослова.
Дом – пряник, а вокруг плетень
И церковки златоголовые.

И любила же, любила же я первый звон. –
Как монашки потекут к обедне,
Вой в печке, и жаркий сон,
И знахарку с двора соседнего.

– Провожай же меня, весь московский сброд,
Юродивый, воровской, хлыстовский!
Поп, крепче позаткни мне рот
Колокольной землей московскою!

8 июля 1916",cvetaeva
"Души в нас – залы для редких гостей,
Знающих прелесть тепличных растений.
В них отдыхают от скорбных путей
Разные милые тени.

Тесные келейки – наши сердца.
В них заключенный один до могилы.
В келью мою заточен до конца
Ты без товарища, милый!",cvetaeva
"Ты не мог смирить тоску свою,
Победив наш смех, что ранит, жаля.
Догорев, как свечи у рояля,
Всех светлей проснулся ты в раю.

И сказал Христос, отец любви:
«По тебе внизу тоскует мама,
В ней душа грустней пустого храма,
Грустен мир. К себе ее зови».

С той поры, когда желтеет лес,
Вверх она, сквозь листьев позолоту,
Все глядит, как будто ищет что-то
В синеве темнеющих небес.

И когда осенние цветы
Льнут к земле, как детский взгляд без смеха,
С ярких губ срывается, как эхо,
Тихий стон: «Мой мальчик, это ты!»

О, зови, зови сильней ее!
О земле, где всe – одна тревога
И о том, как дивно быть у Бога,
Всe скажи, – ведь дети знают всe!

Понял ты, что жизнь иль смех, иль бред,
Ты ушел, сомнений не тревожа...
Ты ушел... Ты мудрый был, Сережа!
В мире грусть. У Бога грусти нет!",cvetaeva
"Сказавший всем страстям: прости –
Прости и ты.
Обиды наглоталась всласть.
Как хлещущий библейский стих,
Читаю я в глазах твоих:
«Дурная страсть!»

В руках, тебе несущих есть,
Читаешь – лесть.
И смех мой – ревность всех сердец! –
Как прокаженных бубенец –
Гремит тебе.

И по тому, как в руки вдруг
Кирку берешь – чтоб рук
Не взять (не те же ли цветы?),
Так ясно мне – до тьмы в очах! –
Что не было в твоих стадах
Черней – овцы.

Есть остров – благостью Отца, –
Где мне не надо бубенца,
Где черный пух –
Вдоль каждой изгороди. – Да. –
Есть в мире – черные стада.
Другой пастух.

17 мая 1920",cvetaeva
"О, эта молодость земная!
Все так старо – и все так ново!
У приоткрытого окна я
Читаю сказки Соловьева.

Я не дышу – в них все так зыбко!
Вдруг вздохом призраки развею?
Неосторожная улыбка
Спугнет волшебника и фею.

Порою смерть – как будто ласка,
Порою жить – почти неловко!
Блаженство в смерти, Звездоглазка!
Что жизнь, Жемчужная Головка?

Не лучше ль уличного шума
Зеленый пруд, где гнутся лозы?
И темной власти Чернодума
Не лучше ль сон Апрельской Розы?

Вдруг чей-то шепот: «Вечно в жмурки
Играть с действительностью вредно.
Настанет вечер, и бесследно
Растают в пламени Снегурки!

Все сны апрельской благодати
Июльский вечер уничтожит».
– О, ты, кто мудр – и так некстати! –
Я не сержусь. Ты прав, быть может...

Ты прав! Здесь сны не много значат,
Здесь лжет и сон, не только слово...
Но, если хочешь знать, как плачут,
Читай в апреле Соловьева!",cvetaeva
"Ты, кто муку видишь в каждом миге,
Приходи сюда, усталый брат!
Все, что снилось, сбудется, как в книге –
Темный Шварцвальд сказками богат!

Все людские помыслы так мелки
В этом царстве доброй полумглы.
Здесь лишь лани бродят, скачут белки...
Пенье птиц... Жужжание пчелы...

Погляди, как скалы эти хмуры,
Сколько ярких лютиков в траве!
Белые меж них гуляют куры
С золотым хохлом на голове.
